AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALE_COND,PARK_FACIL,BUILDTYPE,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,SALES_PRICE,PROPERTY_AGE,AREA_PRICE_LEVEL,BEDROOM_SQFT_RATIO,BATHROOM_SQFT_RATIO
0,868.0,1.0,1.0,3,0,2,0,4,2.3,2.1,2.0,9042050.0,10,2.0,0.001152073732718894,0.001152073732718894
5,1721.0,1.0,1.0,1,1,2,2,5,2.0,2.8,2.9,14874380.0,20,7.0,0.0005810575246949448,0.0005810575246949448
6,1755.0,2.0,1.0,1,1,2,0,0,4.8,4.5,4.5,10222380.0,19,4.0,0.0011396011396011395,0.0005698005698005698
1,1709.0,1.0,1.0,2,0,2,0,3,4.8,3.2,4.3,12928590.0,6,6.0,0.0005851375073142189,0.0005851375073142189
3,2114.0,3.0,2.0,1,1,0,0,3,2.7,3.0,3.9,17564820.0,21,5.0,0.0014191106906338694,0.000946073793755913
4,1226.0,1.0,1.0,3,0,1,2,0,4.0,3.7,4.7,4971250.0,27,1.0,0.0008156606851549756,0.0008156606851549756
6,1648.0,2.0,1.0,2,1,2,2,1,4.3,2.9,2.0,9170660.0,13,4.0,0.0012135922330097086,0.0006067961165048543
2,856.0,1.0,1.0,1,1,2,0,5,2.1,3.6,3.5,10383420.0,26,3.0,0.0011682242990654205,0.0011682242990654205
0,904.0,1.0,1.0,1,0,0,1,5,3.8,3.2,2.6,11601400.0,40,2.0,0.0011061946902654867,0.0011061946902654867
2,1198.0,1.0,1.0,3,0,2,1,3,3.9,3.4,4.4,8249260.0,36,3.0,0.0008347245409015025,0.0008347245409015025
4,931.0,1.0,1.0,1,0,0,2,0,4.0,4.2,2.4,6944500.0,18,1.0,0.0010741138560687433,0.0010741138560687433
4,1290.0,1.0,1.0,1,1,1,2,3,3.1,2.1,4.1,7745000.0,48,1.0,0.0007751937984496124,0.0007751937984496124
4,565.48,1.0,1.0,0,1,1,0,3,2.6,4.6,4.6,5728000.0,46,1.0,0.0017684091391384311,0.0017684091391384311
3,2433.84,4.0,2.0,0,0,0,2,4,4.3,4.6,3.8,18725520.0,16,5.0,0.0016434934095914274,0.0008217467047957137
4,851.0,1.0,1.0,4,0,1,1,1,4.0,3.8,2.5,4028790.0,29,1.0,0.0011750881316098707,0.0011750881316098707
5,1882.0,2.0,1.0,0,1,2,0,5,3.9,4.5,4.7,16051580.0,21,7.0,0.0010626992561105207,0.0005313496280552603
1,1710.0,1.0,1.0,3,1,0,0,3,2.7,4.0,2.2,20215970.0,11,6.0,0.0005847953216374269,0.0005847953216374269
4,1412.0,2.0,2.0,1,0,1,0,4,4.1,2.9,3.1,8379000.0,28,1.0,0.00141643059490085,0.00141643059490085
0,779.0,1.0,1.0,3,0,1,1,1,3.6,4.4,2.4,5290635.0,9,2.0,0.0012836970474967907,0.0012836970474967907
5,1655.0,1.0,1.0,0,0,2,0,3,2.1,4.3,3.9,12548930.0,34,7.0,0.0006042296072507553,0.0006042296072507553
4,940.0,1.0,1.0,1,0,1,2,3,2.7,2.7,4.1,5857750.0,49,1.0,0.0010638297872340426,0.0010638297872340426
3,1667.0,2.0,1.0,4,1,1,2,5,4.8,2.1,5.0,10729700.0,5,5.0,0.0011997600479904018,0.0005998800239952009
3,1926.0,3.0,2.0,2,1,0,2,5,3.1,2.9,4.7,17006780.0,9,5.0,0.001557632398753894,0.0010384215991692627
0,718.0,1.0,1.0,4,1,2,1,1,2.0,3.9,3.4,5570050.0,30,2.0,0.001392757660167131,0.001392757660167131
4,565.48,1.0,1.0,4,0,2,1,3,3.1,2.2,3.4,4028790.0,30,1.0,0.0017684091391384311,0.0017684091391384311
4,1249.0,1.0,1.0,1,1,2,0,3,2.8,3.7,3.5,8594875.0,36,1.0,0.0008006405124099279,0.0008006405124099279
5,1894.0,2.0,1.0,4,1,1,0,4,2.0,3.7,4.4,13549250.0,45,7.0,0.0010559662090813093,0.0005279831045406547
4,1469.0,2.0,2.0,0,0,0,1,1,4.7,2.0,2.4,9480750.0,5,1.0,0.0013614703880190605,0.0013614703880190605
0,916.0,1.0,1.0,3,1,1,1,0,3.6,3.0,3.9,5847520.0,28,2.0,0.001091703056768559,0.001091703056768559
2,934.0,1.0,1.0,1,1,1,2,5,3.4,4.0,3.8,9710900.0,22,3.0,0.0010706638115631692,0.0010706638115631692
4,1691.0,2.0,2.0,0,0,1,0,5,4.0,3.9,3.5,9398750.0,31,1.0,0.0011827321111768185,0.0011827321111768185
4,1236.0,1.0,1.0,3,0,0,2,2,3.3,3.3,2.0,8806250.0,39,1.0,0.0008090614886731392,0.0008090614886731392
5,1577.0,1.0,1.0,4,1,2,2,3,3.8,4.7,3.9,12087330.0,36,7.0,0.0006341154090044388,0.0006341154090044388
1,1915.0,2.0,1.0,4,1,2,0,3,4.6,2.3,4.5,14175620.0,41,6.0,0.0010443864229765013,0.0005221932114882506
1,1600.0,1.0,1.0,2,1,1,0,3,3.9,2.7,2.5,11920820.0,21,6.0,0.000625,0.000625
6,1579.0,2.0,1.0,0,1,0,2,2,4.6,2.3,2.3,13364730.0,24,4.0,0.001266624445851805,0.0006333122229259025
0,1260.0,2.0,2.0,4,0,2,1,0,3.8,4.1,4.5,6922975.0,25,2.0,0.0015873015873015873,0.0015873015873015873
0,1021.0,1.0,1.0,3,0,0,2,2,3.5,4.8,2.5,11673175.0,5,2.0,0.0009794319294809011,0.0009794319294809011
3,2174.0,3.0,2.0,2,1,2,2,5,2.9,2.1,2.3,13069740.0,23,5.0,0.0013799448022079118,0.0009199632014719411
1,1589.0,1.0,1.213260135135135,4,0,2,0,4,2.1,2.5,4.5,12212350.0,44,6.0,0.0006293266205160479,0.0007635369006514381
0,668.0,1.0,1.0,0,1,0,0,2,4.9,2.9,3.5,10283575.0,5,2.0,0.0014970059880239522,0.0014970059880239522
6,1724.0,2.0,1.0,0,1,1,1,4,3.8,2.2,2.0,8956480.0,52,4.0,0.001160092807424594,0.000580046403712297
0,890.0,1.0,1.0,0,1,1,2,1,2.5,4.7,5.0,7187350.0,30,2.0,0.0011235955056179776,0.0011235955056179776
0,1218.0,2.0,2.0,3,0,0,1,2,4.7,3.9,3.3,12574850.0,30,2.0,0.0016420361247947454,0.0016420361247947454
1,1792.0,1.0,1.0,2,1,1,0,5,2.7,2.6,2.0,13906270.0,21,6.0,0.0005580357142857143,0.0005580357142857143
4,1378.0,2.0,2.0,1,0,2,0,5,4.2,2.8,2.6,9917500.0,9,1.0,0.001451378809869376,0.001451378809869376
4,898.0,1.0,1.0,4,1,0,2,3,2.4,3.1,2.1,8629750.0,29,1.0,0.0011135857461024498,0.0011135857461024498
1,1928.0,2.0,1.0,4,0,1,1,3,3.4,4.1,2.4,11667050.0,10,6.0,0.001037344398340249,0.0005186721991701245
2,1233.0,2.0,1.0,0,0,1,0,5,2.2,2.0,4.6,9817150.0,33,3.0,0.0016220600162206002,0.0008110300081103001
6,1618.0,2.0,1.0,1,1,2,2,1,4.0,4.3,4.1,9263050.0,40,4.0,0.0012360939431396785,0.0006180469715698393
4,627.0,1.0,1.0,2,0,1,0,5,4.3,2.8,2.5,6587500.0,28,1.0,0.001594896331738437,0.001594896331738437
6,1563.0,2.0,1.0,2,0,1,0,5,4.7,4.5,2.6,9799360.0,28,4.0,0.0012795905310300703,0.0006397952655150352
4,1693.0,2.0,2.0,3,1,0,0,1,3.9,2.1,3.9,12801500.0,6,1.0,0.0011813349084465446,0.0011813349084465446
5,1522.0,1.0,1.0,4,0,0,0,4,4.2,3.6,3.5,17454510.0,43,7.0,0.000657030223390276,0.000657030223390276
0,1090.0,1.0,1.0,4,1,2,0,3,3.1,2.7,2.3,9832420.0,28,2.0,0.0009174311926605505,0.0009174311926605505
2,1085.0,1.0,1.0,0,1,0,0,4,2.8,3.8,4.6,14363500.0,6,3.0,0.0009216589861751152,0.0009216589861751152
5,1687.0,1.0,1.0,0,0,2,2,3,4.6,4.6,2.0,12476770.0,13,7.0,0.0005927682276229994,0.0005927682276229994
0,692.0,1.0,1.0,3,1,0,2,3,4.1,4.4,5.0,10381355.0,37,2.0,0.001445086705202312,0.001445086705202312
5,1518.0,1.0,1.0,2,1,0,2,3,3.7,3.5,4.1,17600240.0,37,7.0,0.0006587615283267457,0.0006587615283267457
0,1025.0,1.0,1.0,4,0,0,2,2,2.5,2.5,2.7,10934875.0,25,2.0,0.000975609756097561,0.000975609756097561
3,2170.0,3.0,2.0,2,1,1,0,4,3.7,4.6,4.0,12372160.0,8,5.0,0.0013824884792626728,0.0009216589861751152
2,969.0,1.0,1.0,2,1,0,1,3,3.4,2.4,4.0,11248750.0,17,3.0,0.0010319917440660474,0.0010319917440660474
3,1546.0,2.0,1.0,0,0,0,0,5,2.5,4.3,2.8,14241140.0,27,5.0,0.00129366106080207,0.000646830530401035
3,1709.0,2.0,1.0,0,1,1,2,4,4.3,3.7,2.0,10160600.0,20,5.0,0.0011702750146284377,0.0005851375073142189
5,1659.0,1.0,1.0,1,1,2,1,4,3.8,2.3,3.8,13539080.0,18,7.0,0.0006027727546714888,0.0006027727546714888
2,755.0,1.0,1.0,3,0,0,0,5,3.8,4.4,2.7,10727750.0,33,3.0,0.0013245033112582781,0.0013245033112582781
0,1182.0,1.0,1.0,3,1,1,1,4,3.2,3.5,3.1,9867055.0,17,2.0,0.0008460236886632825,0.0008460236886632825
0,735.0,1.0,1.0,1,0,0,1,3,2.7,4.0,4.0,9478710.0,14,2.0,0.0013605442176870747,0.0013605442176870747
2,1089.0,1.0,1.0,3,1,1,2,4,2.7,2.9,3.1,9050200.0,32,3.0,0.0009182736455463728,0.0009182736455463728
6,1534.0,2.0,1.0,4,1,2,2,1,4.7,4.6,2.3,7904210.0,52,4.0,0.001303780964797914,0.000651890482398957
1,1622.0,1.0,1.0,2,1,1,0,4,4.4,3.7,4.2,13063450.0,5,6.0,0.0006165228113440197,0.0006165228113440197
3,2198.0,3.0,2.0,4,1,2,0,5,4.8,4.2,3.9,13584980.0,21,5.0,0.001364877161055505,0.0009099181073703367
2,1293.0,2.0,1.0,3,0,0,1,4,3.1,2.2,3.8,13116050.0,39,3.0,0.0015467904098994587,0.0007733952049497294
3,1641.0,2.0,1.0,4,0,2,0,4,4.6,4.4,3.1,10012600.0,29,5.0,0.001218769043266301,0.0006093845216331506
6,1950.0,3.0,2.0,1,1,2,2,4,5.0,4.2,3.4,12105920.0,41,4.0,0.0015384615384615385,0.0010256410256410256
4,1245.0,1.0,1.0,4,0,2,2,0,4.1,2.9,3.5,4918375.0,28,1.0,0.0008032128514056225,0.0008032128514056225
2,905.0,1.0,1.0,2,0,2,0,3,3.8,3.5,4.0,7703200.0,33,3.0,0.0011049723756906078,0.0011049723756906078
3,1496.0,2.0,1.0,2,0,1,0,3,3.2,3.8,2.8,8569080.0,14,5.0,0.001336898395721925,0.0006684491978609625
6,1892.0,3.0,2.0,1,1,1,0,5,3.9,3.5,4.8,12146620.0,36,4.0,0.0015856236786469344,0.0010570824524312897
6,1517.0,2.0,1.0,2,0,0,2,1,4.0,4.6,2.9,11671620.0,11,4.0,0.0013183915622940012,0.0006591957811470006
0,1034.0,1.0,1.0,1,1,2,0,1,3.8,3.3,3.5,9256740.0,16,2.0,0.0009671179883945841,0.0009671179883945841
6,1755.0,2.0,1.0,2,1,0,0,2,4.6,4.0,3.9,14915900.0,35,4.0,0.0011396011396011395,0.0005698005698005698
1,1622.0,1.0,1.0,1,1,1,2,5,2.2,3.3,2.2,13547790.0,7,6.0,0.0006165228113440197,0.0006165228113440197
2,1092.0,1.0,1.0,3,0,2,1,3,2.4,2.4,2.0,8213040.0,5,3.0,0.0009157509157509158,0.0009157509157509158
2,821.0,1.0,1.0,1,0,1,2,3,3.4,4.6,2.9,7304000.0,8,3.0,0.001218026796589525,0.001218026796589525
3,1694.0,2.0,1.0,2,0,2,0,4,4.0,2.0,3.9,10390900.0,11,5.0,0.0011806375442739079,0.0005903187721369539
1,1809.0,2.0,1.0,2,0,0,1,4,3.0,3.5,2.0,19206870.0,26,6.0,0.001105583195135434,0.000552791597567717
4,1401.0,2.0,2.0,4,1,2,0,4,3.8,4.3,4.0,9965375.0,14,1.0,0.0014275517487508922,0.0014275517487508922
4,1470.0,2.0,2.0,0,0,2,1,3,3.1,3.0,3.1,7207000.0,25,1.0,0.0013605442176870747,0.0013605442176870747
2,798.0,1.0,1.0,4,0,0,2,3,2.3,2.6,3.6,9070550.0,37,3.0,0.0012531328320802004,0.0012531328320802004
2,764.0,1.0,1.0,4,0,1,1,3,3.3,3.2,2.1,5670200.0,8,3.0,0.0013089005235602095,0.0013089005235602095
2,1135.0,1.0,1.0,0,0,2,1,5,4.9,2.1,3.8,9253200.0,23,3.0,0.000881057268722467,0.000881057268722467
4,939.0,1.0,1.0,0,0,1,1,2,4.9,3.7,3.3,4294000.0,38,1.0,0.0010649627263045794,0.0010649627263045794
4,1586.0,2.0,2.0,3,1,0,0,5,3.9,3.0,4.5,14316000.0,28,1.0,0.0012610340479192938,0.0012610340479192938
5,1973.0,2.0,1.0,2,1,0,0,5,2.6,2.9,4.9,21743704.8,35,7.0,0.0010136847440446021,0.0005068423720223011
2,1023.0,1.0,1.0,4,1,1,2,5,3.0,2.8,3.6,9735150.0,17,3.0,0.0009775171065493646,0.0009775171065493646
2,884.0,1.0,1.0,3,0,0,1,5,2.3,3.8,2.4,11336400.0,5,3.0,0.0011312217194570137,0.0011312217194570137
1,1640.0,1.0,1.0,1,0,0,1,3,2.5,3.1,3.5,17701600.0,5,6.0,0.0006097560975609756,0.0006097560975609756
0,622.0,1.0,1.0,3,0,2,1,4,2.7,4.9,3.5,6572900.0,20,2.0,0.001607717041800643,0.001607717041800643
1,1880.0,2.0,1.0,4,1,1,1,5,3.2,4.2,4.0,13423020.0,16,6.0,0.0010638297872340426,0.0005319148936170213
3,2413.0,4.0,2.0,0,0,2,2,5,2.5,2.4,2.9,13122040.0,9,5.0,0.0016576875259013675,0.0008288437629506838
5,1649.0,1.0,1.0,1,0,0,0,3,2.1,2.0,4.6,18939100.0,25,7.0,0.0006064281382656155,0.0006064281382656155
6,1729.0,2.0,1.0,4,1,0,2,0,3.3,4.0,4.0,12803570.0,41,4.0,0.001156737998843262,0.000578368999421631
5,1942.0,2.0,1.0,2,0,1,0,3,4.6,3.1,2.9,12330740.0,37,7.0,0.0010298661174047373,0.0005149330587023687
2,711.0,1.0,1.0,1,1,2,1,4,2.6,3.2,2.8,8050270.0,12,3.0,0.0014064697609001407,0.0014064697609001407
2,885.0,1.0,1.0,2,0,1,1,5,4.6,2.7,2.1,7194600.0,32,3.0,0.0011299435028248588,0.0011299435028248588
3,1688.0,2.0,1.0,0,1,1,0,5,2.0,2.5,4.4,11412700.0,15,5.0,0.001184834123222749,0.0005924170616113745
0,1236.0,2.0,2.0,2,0,0,0,0,3.7,3.5,4.4,12035355.0,37,2.0,0.0016181229773462784,0.0016181229773462784
4,926.0,1.0,1.0,2,0,1,0,4,4.3,4.8,2.9,6877000.0,20,1.0,0.0010799136069114472,0.0010799136069114472
3,1686.0,2.0,1.0,0,0,2,2,5,3.2,2.7,3.9,10346400.0,24,5.0,0.0011862396204033216,0.0005931198102016608
4,1344.0,2.0,2.0,1,0,0,0,3,4.6,4.2,3.3,10809500.0,50,1.0,0.001488095238095238,0.001488095238095238
3,1437.0,2.0,1.0,2,0,2,0,5,3.8,4.6,2.6,10200600.0,23,5.0,0.0013917884481558804,0.0006958942240779402
4,1430.0,2.0,2.0,0,1,2,1,0,4.3,3.2,3.8,6635750.0,10,1.0,0.0013986013986013986,0.0013986013986013986
0,1081.0,1.0,1.0,2,0,1,1,1,3.5,3.1,3.2,6190150.0,30,2.0,0.0009250693802035153,0.0009250693802035153
4,1352.0,2.0,2.0,3,1,1,0,0,3.0,2.0,3.5,6507250.0,27,1.0,0.0014792899408284023,0.0014792899408284023
3,1986.0,3.0,2.0,3,0,1,0,5,4.9,3.6,4.6,11350400.0,30,5.0,0.0015105740181268882,0.0010070493454179255
1,1758.0,1.0,1.0,4,1,0,1,4,3.5,2.9,4.0,19285540.0,42,6.0,0.0005688282138794084,0.0005688282138794084
4,607.0,1.0,1.0,3,0,2,0,4,4.2,4.9,2.2,5856625.0,46,1.0,0.0016474464579901153,0.0016474464579901153
3,2139.0,3.0,2.0,3,1,2,2,4,2.3,4.1,2.4,12472000.0,21,5.0,0.001402524544179523,0.0009350163627863488
3,1488.0,2.0,1.0,4,0,2,2,3,2.3,5.0,4.1,8441900.0,27,5.0,0.0013440860215053765,0.0006720430107526882
6,1645.0,2.0,1.0,4,0,1,1,3,3.7,4.5,2.1,7579320.0,26,4.0,0.0012158054711246201,0.0006079027355623101
2,950.0,1.0,1.0,3,1,2,0,4,3.7,2.6,3.4,9759000.0,26,3.0,0.0010526315789473684,0.0010526315789473684
2,928.0,1.0,1.0,4,1,0,0,3,2.1,3.8,3.7,12423800.0,5,3.0,0.0010775862068965517,0.0010775862068965517
6,1693.0,2.0,1.0,3,1,0,2,5,4.1,2.7,4.1,15495760.0,52,4.0,0.0011813349084465446,0.0005906674542232723
6,1873.0,3.0,2.0,2,1,2,1,4,4.8,3.4,3.9,11022270.0,21,4.0,0.001601708489054992,0.0010678056593699946
0,721.0,1.0,1.0,4,0,2,2,4,3.4,2.8,4.6,7605550.0,10,2.0,0.0013869625520110957,0.0013869625520110957
4,1190.0,1.0,1.0,2,1,1,0,3,4.3,4.1,3.8,7967750.0,29,1.0,0.0008403361344537816,0.0008403361344537816
3,1593.0,2.0,1.0,4,0,2,2,3,3.2,3.2,4.2,8946800.0,17,5.0,0.0012554927809165098,0.0006277463904582549
2,786.0,1.0,1.0,0,1,2,0,4,4.4,4.8,4.3,9244820.0,12,3.0,0.001272264631043257,0.001272264631043257
2,1195.0,1.0,1.0,1,0,2,2,4,3.0,4.7,3.2,9821600.0,19,3.0,0.0008368200836820083,0.0008368200836820083
6,1824.0,3.0,2.0,3,0,1,2,2,3.9,2.3,4.1,8549060.0,33,4.0,0.001644736842105263,0.0010964912280701754
3,1906.0,3.0,2.0,0,1,0,2,3,3.7,4.7,3.0,15852740.0,7,5.0,0.0015739769150052466,0.001049317943336831
0,656.0,1.0,1.0,0,0,0,2,2,4.5,2.3,2.3,8757635.0,9,2.0,0.001524390243902439,0.001524390243902439
2,727.0,1.0,1.0,0,0,2,0,5,3.1,4.3,2.5,8415990.0,16,3.0,0.001375515818431912,0.001375515818431912
0,931.0,1.0,1.0,2,1,2,2,5,2.0,3.6,4.0,9935595.0,33,2.0,0.0010741138560687433,0.0010741138560687433
6,1898.0,3.0,2.0,1,1,0,1,5,3.9,2.7,4.4,16617860.0,38,4.0,0.0015806111696522655,0.001053740779768177
1,1698.0,1.0,1.0,2,0,1,0,5,5.0,4.9,3.1,12412050.0,40,6.0,0.0005889281507656066,0.0005889281507656066
5,1926.0,2.0,1.0,1,1,0,1,5,4.2,4.9,3.1,21743704.8,17,7.0,0.0010384215991692627,0.0005192107995846313
4,1481.0,2.0,2.0,4,1,0,2,0,3.7,4.9,2.3,9901500.0,38,1.0,0.0013504388926401081,0.0013504388926401081
1,1506.0,1.0,1.0,2,0,1,1,5,3.9,3.4,2.1,10449910.0,33,6.0,0.0006640106241699867,0.0006640106241699867
2,1020.0,1.0,1.0,2,0,1,1,5,4.2,2.4,4.1,7948600.0,24,3.0,0.000980392156862745,0.000980392156862745
2,889.0,1.0,1.0,0,0,2,0,5,5.0,2.4,2.0,9098680.0,21,3.0,0.0011248593925759281,0.0011248593925759281
2,1015.0,1.0,1.0,2,1,1,2,3,3.9,4.4,2.0,8342850.0,35,3.0,0.0009852216748768472,0.0009852216748768472
5,1682.0,1.0,1.0,0,0,0,0,3,3.7,3.0,3.5,18662350.0,35,7.0,0.0005945303210463733,0.0005945303210463733
2,869.0,1.0,1.0,2,0,2,1,5,4.3,4.8,3.3,8172630.0,18,3.0,0.0011507479861910242,0.0011507479861910242
4,1445.0,2.0,2.0,2,0,1,1,2,4.9,2.9,2.5,5856500.0,24,1.0,0.001384083044982699,0.001384083044982699
1,1919.0,2.0,1.0,4,1,1,0,5,2.4,5.0,3.3,14704160.0,13,6.0,0.0010422094841063053,0.0005211047420531526
0,1243.0,2.0,2.0,3,1,0,2,1,3.9,4.3,2.2,13360440.0,36,2.0,0.0016090104585679806,0.0016090104585679806
4,857.0,1.0,1.0,3,0,1,2,2,3.6,2.4,3.4,4928250.0,17,1.0,0.0011668611435239206,0.0011668611435239206
4,1055.0,1.0,1.0,1,1,2,0,2,3.7,2.3,4.8,7315125.0,48,1.0,0.0009478672985781991,0.0009478672985781991
3,1778.0,3.0,2.0,2,0,2,0,4,3.1,3.9,4.4,10998320.0,8,5.0,0.001687289088863892,0.0011248593925759281
4,851.0,1.0,1.0,1,0,2,2,0,3.8,4.8,2.6,4028790.0,41,1.0,0.0011750881316098707,0.0011750881316098707
2,1021.0,1.0,1.0,4,1,2,1,4,2.0,2.5,4.6,9201770.0,5,3.0,0.0009794319294809011,0.0009794319294809011
3,2203.0,3.0,2.0,0,1,0,2,4,2.9,2.0,4.0,17891240.0,22,5.0,0.0013617793917385383,0.0009078529278256923
4,613.0,1.0,1.0,2,0,0,1,2,4.6,4.3,2.3,5144500.0,30,1.0,0.0016313213703099511,0.0016313213703099511
0,738.0,1.0,1.0,4,0,0,1,2,2.4,4.7,5.0,8312670.0,18,2.0,0.0013550135501355014,0.0013550135501355014
4,1489.0,2.0,2.0,1,0,1,0,3,4.4,3.2,4.0,8007250.0,29,1.0,0.001343183344526528,0.001343183344526528
4,795.0,1.0,1.0,0,1,1,0,5,3.4,2.6,4.9,8479250.0,9,1.0,0.0012578616352201257,0.0012578616352201257
6,1909.0,3.0,2.0,2,1,2,0,0,4.6,4.1,5.0,10129160.0,33,4.0,0.001571503404924044,0.0010476689366160294
2,1252.0,2.0,1.0,2,0,1,1,5,3.6,4.9,4.6,9482200.0,12,3.0,0.001597444089456869,0.0007987220447284345
4,1077.0,1.0,1.0,0,0,0,2,5,3.3,4.9,4.2,9846750.0,33,1.0,0.0009285051067780873,0.0009285051067780873
3,1524.0,2.0,1.0,3,0,2,2,3,3.6,2.7,2.8,8675820.0,27,5.0,0.0013123359580052493,0.0006561679790026247
2,1049.0,1.0,1.0,4,1,1,0,5,4.2,4.9,3.4,10262450.0,11,3.0,0.0009532888465204957,0.0009532888465204957
6,1780.0,2.0,1.0,0,0,2,0,1,4.7,2.0,2.9,8671050.0,52,4.0,0.0011235955056179776,0.0005617977528089888
2,946.0,1.0,1.0,1,0,0,1,4,3.8,3.1,4.5,11165550.0,17,3.0,0.0010570824524312897,0.0010570824524312897
2,906.0,1.0,1.0,4,1,1,0,5,3.2,4.6,3.2,9464800.0,32,3.0,0.0011037527593818985,0.0011037527593818985
3,2344.0,4.0,2.0,0,0,0,0,5,4.9,3.2,4.4,18849880.0,24,5.0,0.0017064846416382253,0.0008532423208191126
0,929.0,1.0,1.0,1,1,2,2,3,2.4,2.3,2.7,9480425.0,15,2.0,0.001076426264800861,0.001076426264800861
1,1843.0,2.0,1.0,1,0,1,1,4,3.9,3.4,3.3,12264750.0,15,6.0,0.0010851871947911015,0.0005425935973955507
